pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-138 e,Kepler-138,1,4,Transit Timing Variations,2022,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,38.23000000,0.180300,0.797,0.071,0.43000,0.00135,Mass,4.670000,0.112000,292,M1 V,3841.00,0.54,0.54,-0.180,[Fe/H],4.71,4.680,290.3814122,43.2930645,66.8624000,13.0400000,9.5060000,12.4715000
Kepler-1380 b,Kepler-1380,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.31082450,0.091700,1.430,0.128,2.63000,0.00829,M-R relationship,4.940000,0.000000,786,,5570.00,0.94,0.96,0.100,[Fe/H],4.48,4.790,288.1160421,42.4403832,2462.9400000,15.8160000,13.8830000,15.6136000
Kepler-1381 b,Kepler-1381,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,25.38426860,0.172800,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,649,,5747.00,0.94,0.96,-0.100,[Fe/H],4.48,4.070,287.5357911,48.7277830,1197.0400000,15.5790000,14.0220000,15.4776000
Kepler-1382 b,Kepler-1382,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.35830550,0.140400,1.880,0.168,4.19000,0.01320,M-R relationship,3.470000,0.000000,959,,6161.00,1.72,1.36,0.300,[Fe/H],4.10,2.750,295.3774182,39.0480365,738.2610000,12.8570000,11.3590000,12.7575000
Kepler-1383 b,Kepler-1383,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.90935830,0.117900,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,0.000000,928,,6370.00,1.44,1.26,0.030,[Fe/H],4.23,2.240,297.9447714,42.1918449,1027.2100000,13.8320000,12.3190000,13.7077000
Kepler-1384 b,Kepler-1384,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.36262753,0.112600,1.940,0.173,4.42000,0.01390,M-R relationship,3.330000,0.000000,608,,4919.00,0.74,0.78,-0.060,[Fe/H],4.60,4.570,296.2151275,39.5270248,618.0000000,15.7578000,13.0740000,15.4460000
Kepler-1385 b,Kepler-1385,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.88879862,0.041500,0.850,0.076,0.54300,0.00171,M-R relationship,4.860000,0.000000,1423,,5732.00,1.29,1.15,0.410,[Fe/H],4.27,4.370,282.6313559,46.4810220,688.7950000,12.9470000,11.3610000,12.8443000
Kepler-1386 b,Kepler-1386,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.73972381,0.068000,1.240,0.111,2.07000,0.00651,M-R relationship,5.970000,0.000000,1011,,5733.00,1.03,1.02,0.110,[Fe/H],4.41,5.010,280.8233646,42.6360518,835.8820000,14.5970000,12.8700000,14.4168000
Kepler-1387 b,Kepler-1387,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.27952666,0.031000,0.930,0.083,0.74900,0.00236,M-R relationship,5.120000,0.000000,1123,,5046.00,0.77,0.82,0.020,[Fe/H],4.58,4.370,292.4403029,43.2093456,455.3580000,14.7270000,12.5140000,14.5804000
Kepler-1388 b,Kepler-1388,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.28546030,0.088200,2.590,0.231,7.22000,0.02270,M-R relationship,2.280000,0.000000,434,,4098.00,0.61,0.63,0.020,[Fe/H],4.67,4.470,283.3360156,47.1744499,453.7950000,16.4300000,13.3430000,16.2941000
Kepler-1388 c,Kepler-1388,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.53608151,0.051900,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,0.000000,566,,4098.00,0.61,0.63,0.020,[Fe/H],4.67,4.470,283.3360156,47.1744499,453.7950000,16.4300000,13.3430000,16.2941000
Kepler-1388 d,Kepler-1388,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.95681580,0.126000,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,363,,4098.00,0.61,0.63,0.020,[Fe/H],4.67,4.470,283.3360156,47.1744499,453.7950000,16.4300000,13.3430000,16.2941000
Kepler-1388 e,Kepler-1388,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,37.63270840,0.186100,2.460,0.219,6.62000,0.02080,M-R relationship,2.440000,0.000000,299,,4098.00,0.61,0.63,0.020,[Fe/H],4.67,4.470,283.3360156,47.1744499,453.7950000,16.4300000,13.3430000,16.2941000
Kepler-1389 b,Kepler-1389,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,99.25309510,0.386900,1.770,0.158,3.78000,0.01190,M-R relationship,3.750000,0.000000,300,,5078.00,0.74,0.81,-0.140,[Fe/H],4.61,2.090,285.7174414,44.7583487,497.0930000,14.8960000,12.6960000,14.6836000
Kepler-139 b,Kepler-139,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.77104400,0.127000,2.940,0.262,8.96000,0.02820,M-R relationship,1.940000,0.000000,752,,5594.00,1.30,1.05,0.280,[Fe/H],4.25,5.100,282.3919451,43.8894167,391.0380000,12.7750000,11.1670000,12.6770000
Kepler-139 c,Kepler-139,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,157.07287800,0.586000,3.380,0.302,11.40000,0.03570,M-R relationship,1.620000,0.000000,350,,5594.00,1.30,1.05,0.280,[Fe/H],4.25,5.100,282.3919451,43.8894167,391.0380000,12.7750000,11.1670000,12.6770000
Kepler-1390 b,Kepler-1390,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.48021673,0.066200,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,934,,5753.00,0.98,0.98,-0.010,[Fe/H],4.45,4.470,298.6624419,48.2488659,723.4310000,14.5580000,12.7640000,14.4022000
Kepler-1391 b,Kepler-1391,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,54.40923330,0.276800,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,513,,5840.00,1.10,1.03,0.040,[Fe/H],4.36,5.500,294.8309749,46.6595768,1038.3500000,13.9060000,12.3660000,13.8283000
Kepler-1392 b,Kepler-1392,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.14103970,0.118900,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,714,,5479.00,0.85,0.88,-0.110,[Fe/H],4.53,4.680,288.7669819,46.3944497,1117.0000000,15.9630000,13.9390000,15.6665000
Kepler-1393 b,Kepler-1393,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.44357812,0.033700,0.800,0.071,0.43700,0.00137,M-R relationship,4.690000,0.000000,1249,,5697.00,0.92,0.95,-0.090,[Fe/H],4.50,3.470,284.4594558,40.1424756,544.4560000,13.4760000,11.8160000,13.3324000
Kepler-1394 b,Kepler-1394,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.93766373,0.055500,1.390,0.124,2.51000,0.00790,M-R relationship,5.140000,0.000000,1947,,6481.00,2.55,1.64,0.060,[Fe/H],3.84,1.910,283.4532068,45.0840729,640.4090000,11.7140000,10.6790000,11.7144000
Kepler-1395 b,Kepler-1395,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.78470649,0.049400,0.800,0.071,0.43700,0.00137,M-R relationship,4.690000,0.000000,1311,,6138.00,1.23,1.17,0.120,[Fe/H],4.33,2.880,292.3374945,47.6641732,492.8940000,12.6320000,11.2900000,12.5360000
Kepler-1396 b,Kepler-1396,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.22064210,0.140600,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,0.000000,786,,6195.00,1.27,1.18,0.040,[Fe/H],4.30,2.750,294.3363936,44.9182296,1066.4600000,14.6910000,13.1730000,14.5271000
Kepler-1397 b,Kepler-1397,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,47.44995500,0.260200,1.720,0.153,3.61000,0.01130,M-R relationship,3.900000,0.000000,551,,6026.00,1.12,1.09,0.000,[Fe/H],4.37,3.550,299.6758812,47.0758234,1198.2500000,14.3240000,12.4680000,14.0909000
Kepler-1398 b,Kepler-1398,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.78815679,0.039200,0.900,0.080,0.66600,0.00210,M-R relationship,5.020000,0.000000,1510,,6126.00,1.18,1.13,0.010,[Fe/H],4.34,3.090,294.8661073,48.6389923,852.2040000,13.7520000,12.3550000,13.6605000
Kepler-1398 c,Kepler-1398,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.13827595,0.051000,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,0.000000,1324,,6126.00,1.18,1.13,0.010,[Fe/H],4.34,3.090,294.8661073,48.6389923,852.2040000,13.7520000,12.3550000,13.6605000
Kepler-1399 b,Kepler-1399,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.63865306,0.027600,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,0.000000,1610,,5735.00,0.96,0.97,-0.030,[Fe/H],4.47,4.370,293.3116962,46.0416516,1385.7000000,15.5720000,13.9290000,15.5074000
Kepler-14 b,Kepler-14,2,1,Transit,2011,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.79012300,0.077100,12.733,1.136,2669.66000,8.40000,Mass,7.100000,0.035000,1605,,6395.00,2.05,1.51,0.120,[Fe/H],3.99,2.200,287.7088140,47.3330500,798.0000000,12.0030000,10.9880000,
Kepler-140 b,Kepler-140,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.25427000,0.045000,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,0.000000,1301,,6077.00,1.29,1.15,-0.039,[M/H],4.27,0.880,287.3694056,46.7681473,583.8590000,13.0180000,11.7090000,12.9412000
Kepler-140 c,Kepler-140,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,91.35328200,0.414000,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,428,,6077.00,1.29,1.15,-0.039,[M/H],4.27,0.880,287.3694056,46.7681473,583.8590000,13.0180000,11.7090000,12.9412000
Kepler-1400 b,Kepler-1400,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.06689421,0.077100,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,0.000000,725,,5044.00,0.78,0.83,0.040,[Fe/H],4.58,4.570,286.2716827,45.4408055,752.2370000,16.0670000,13.7680000,15.7129000
Kepler-1401 b,Kepler-1401,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.20066445,0.097500,1.680,0.150,3.46000,0.01090,M-R relationship,4.010000,0.000000,808,,5964.00,1.10,1.07,0.040,[Fe/H],4.39,3.550,287.4660334,40.7584200,1425.4300000,15.2240000,13.5390000,14.9721000
Kepler-1402 b,Kepler-1402,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.03387914,0.032200,0.760,0.068,0.36300,0.00114,M-R relationship,4.540000,0.000000,1789,,5416.00,0.87,0.90,0.030,[Fe/H],4.53,4.570,291.8478341,48.9681664,1493.6400000,14.7800000,12.8620000,14.6083000
Kepler-1403 b,Kepler-1403,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.19492202,0.064000,2.140,0.191,5.22000,0.01640,M-R relationship,2.930000,0.000000,1238,,6060.00,1.15,1.11,0.030,[Fe/H],4.36,3.310,290.8676391,38.9600779,2163.9000000,15.7130000,14.2010000,15.5907000
Kepler-1404 b,Kepler-1404,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.93147390,0.114300,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,0.000000,596,,5261.00,0.80,0.84,-0.090,[Fe/H],4.56,4.570,296.0094827,50.4983929,962.1830000,15.9310000,13.7560000,15.7029000
Kepler-1405 b,Kepler-1405,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,28.22741840,0.177800,3.960,0.353,14.90000,0.04670,M-R relationship,1.320000,0.000000,565,,5925.00,1.07,1.05,0.030,[Fe/H],4.40,3.630,295.6848822,39.2561274,1530.3000000,16.0280000,14.2370000,15.8175000
Kepler-1406 b,Kepler-1406,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.62905828,0.098700,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,0.000000,854,,5892.00,1.12,1.05,0.040,[Fe/H],4.36,5.010,292.0818824,38.9149472,572.4030000,13.3900000,11.8800000,13.3819000
Kepler-1407 b,Kepler-1407,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.07115040,0.150200,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,826,,6010.00,1.15,1.10,0.050,[Fe/H],4.36,3.240,283.9424274,41.4715535,1396.4100000,15.0230000,13.4890000,14.8925000
Kepler-1408 b,Kepler-1408,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.99793191,0.042500,0.890,0.079,0.64000,0.00201,M-R relationship,4.990000,0.000000,1616,,6170.00,1.35,1.21,0.000,[Fe/H],4.25,2.570,282.6998783,45.4257884,535.0480000,12.1240000,10.6940000,11.9622000
Kepler-1409 b,Kepler-1409,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.76486493,0.015200,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,0.000000,1733,,5160.00,0.79,0.83,-0.030,[Fe/H],4.57,4.790,290.0847389,51.2086144,694.8900000,15.3910000,13.2480000,15.1720000
Kepler-141 b,Kepler-141,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.10767500,0.039000,0.690,0.062,0.25700,0.00081,M-R relationship,4.300000,0.000000,968,,4910.00,0.79,1.00,0.264,[M/H],4.57,12.390,297.9707271,47.7316041,301.1830000,13.6240000,11.3930000,13.4205000
Kepler-141 c,Kepler-141,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.01060600,0.067000,1.410,0.126,2.57000,0.00809,M-R relationship,5.040000,0.000000,738,,4910.00,0.79,1.00,0.264,[M/H],4.57,12.390,297.9707271,47.7316041,301.1830000,13.6240000,11.3930000,13.4205000
Kepler-1410 b,Kepler-1410,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,60.86616800,0.254300,1.780,0.159,3.82000,0.01200,M-R relationship,3.720000,0.000000,290,,4092.00,0.60,0.63,0.010,[Fe/H],4.67,4.070,290.5102933,38.7435010,367.0000000,16.3190000,12.7670000,15.9484000
Kepler-1411 b,Kepler-1411,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,86.11508880,0.400100,2.820,0.252,8.35000,0.02630,M-R relationship,2.050000,0.000000,441,,5664.00,0.92,0.95,-0.040,[Fe/H],4.49,4.170,286.3615236,42.9638889,1660.4800000,15.9450000,14.2370000,15.7709000
Kepler-1412 b,Kepler-1412,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.61460510,0.046100,0.830,0.074,0.49800,0.00157,M-R relationship,4.790000,0.000000,1397,,5880.00,1.27,1.06,0.040,[Fe/H],4.25,6.310,292.1801539,49.2024810,755.6780000,13.3470000,11.7740000,13.1928000
Kepler-1413 b,Kepler-1413,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.18296420,0.106600,1.820,0.162,3.97000,0.01250,M-R relationship,3.620000,0.000000,661,,5196.00,0.80,0.84,-0.050,[Fe/H],4.57,4.680,294.3416065,46.4987624,1167.4900000,16.4730000,14.2240000,16.2846000
Kepler-1414 b,Kepler-1414,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.51576315,0.042600,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.000000,1033,,4951.00,0.75,0.80,-0.020,[Fe/H],4.59,4.680,284.9285796,42.4223085,570.8350000,14.9890000,12.7340000,14.8607000
Kepler-1415 b,Kepler-1415,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.63642408,0.014400,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.000000,1846,,5267.00,0.84,0.89,0.120,[Fe/H],4.54,4.170,285.1568015,47.8732512,1043.5600000,15.9370000,13.9510000,15.7209000
Kepler-1416 b,Kepler-1416,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.49514952,0.025700,0.880,0.079,0.61500,0.00193,M-R relationship,4.960000,0.000000,1870,,6019.00,1.15,1.09,0.030,[Fe/H],4.35,2.950,298.6634624,43.8940593,949.5900000,14.3690000,12.5370000,14.2260000
Kepler-1417 b,Kepler-1417,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.35052130,0.143100,1.000,0.089,0.97200,0.00306,M-R relationship,5.340000,0.000000,695,,5839.00,1.02,1.02,0.020,[Fe/H],4.43,4.070,290.9498966,40.6051970,991.8450000,14.0380000,12.3390000,13.8576000
Kepler-1418 b,Kepler-1418,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.47644250,0.131000,1.660,0.148,3.39000,0.01070,M-R relationship,4.070000,0.000000,419,,4770.00,0.72,0.77,0.000,[Fe/H],4.61,3.630,282.9975322,41.6785900,499.0000000,15.4610000,12.7550000,15.2813000
Kepler-1419 b,Kepler-1419,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,42.52158950,0.239100,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,510,,5796.00,1.01,1.01,0.040,[Fe/H],4.43,4.370,292.2545917,37.9713760,1498.5800000,15.9600000,14.0810000,15.7181000
Kepler-142 b,Kepler-142,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.02415200,0.032000,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,1597,,5790.00,1.27,0.99,0.080,[Fe/H],4.26,8.200,295.1190067,48.4813635,548.6860000,13.2770000,11.7620000,13.1970000
Kepler-142 c,Kepler-142,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.76170200,0.057000,2.860,0.255,8.55000,0.02690,M-R relationship,2.010000,0.000000,1201,,5790.00,1.27,0.99,0.080,[Fe/H],4.26,8.200,295.1190067,48.4813635,548.6860000,13.2770000,11.7620000,13.1970000
Kepler-142 d,Kepler-142,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,41.80911800,0.242000,2.160,0.193,5.31000,0.01670,M-R relationship,2.900000,0.000000,582,,5790.00,1.27,0.99,0.080,[Fe/H],4.26,8.200,295.1190067,48.4813635,548.6860000,13.2770000,11.7620000,13.1970000
Kepler-1420 b,Kepler-1420,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.69960006,0.067100,1.280,0.114,2.18000,0.00687,M-R relationship,5.710000,0.000000,806,,5187.00,0.79,0.82,-0.100,[Fe/H],4.57,4.900,296.2038586,42.7778165,1054.3700000,15.8940000,13.7600000,15.8488000
Kepler-1421 b,Kepler-1421,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.91311120,0.076200,0.930,0.083,0.74900,0.00236,M-R relationship,5.120000,0.000000,1209,,6335.00,1.42,1.25,0.050,[Fe/H],4.23,2.750,286.5806115,48.5442312,783.4010000,12.8680000,11.5540000,12.7261000
Kepler-1422 b,Kepler-1422,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.60519420,0.149900,2.020,0.180,4.74000,0.01490,M-R relationship,3.160000,0.000000,833,,6194.00,1.23,1.15,0.000,[Fe/H],4.32,3.020,293.8902214,48.3360926,2465.8400000,15.7410000,14.3520000,15.6194000
Kepler-1423 b,Kepler-1423,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.95537800,0.158600,1.060,0.095,1.20000,0.00377,M-R relationship,5.540000,0.000000,741,,4939.00,0.75,0.79,-0.020,[Fe/H],4.59,4.680,288.2437481,41.1100655,449.0000000,14.7210000,12.4050000,14.5581000
Kepler-1424 b,Kepler-1424,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,29.60917440,0.186100,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.000000,629,,5838.00,1.07,1.02,0.010,[Fe/H],4.39,5.250,290.9916648,40.2293347,661.4210000,13.7560000,12.1040000,13.5925000
Kepler-1425 b,Kepler-1425,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.45413020,0.103800,0.940,0.084,0.77900,0.00245,M-R relationship,5.150000,0.000000,676,,5718.00,0.95,0.97,-0.030,[Fe/H],4.47,4.070,294.9510368,43.0124348,863.8730000,13.6810000,11.9140000,13.5629000
Kepler-1426 b,Kepler-1426,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.25632270,0.118700,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,797,,5831.00,1.02,1.02,0.030,[Fe/H],4.43,4.070,292.5457096,49.4168981,1697.8100000,15.4640000,13.6450000,15.1663000
Kepler-1427 b,Kepler-1427,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.96897238,0.019700,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,0.000000,1844,,5793.00,1.01,1.01,0.060,[Fe/H],4.44,4.070,295.3496546,45.1145372,1220.0000000,15.6010000,13.7110000,15.4816000
Kepler-1428 b,Kepler-1428,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.67607169,0.105900,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,1049,,6184.00,1.36,1.28,0.350,[Fe/H],4.28,2.040,297.6422563,49.5949580,1530.3200000,13.7590000,12.1120000,13.5234000
Kepler-1429 b,Kepler-1429,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.48487493,0.055000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.000000,1199,,5902.00,1.07,1.05,0.040,[Fe/H],4.40,4.170,285.3662532,49.0448172,1214.0900000,15.0530000,13.4040000,14.8316000
Kepler-143 b,Kepler-143,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.00758300,0.127000,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,0.000000,838,,5848.00,1.36,1.06,-0.073,[M/H],4.20,5.620,298.0676519,49.4125410,809.4670000,13.8820000,12.2230000,13.7057000
Kepler-143 c,Kepler-143,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.08251100,0.181000,3.370,0.301,11.30000,0.03550,M-R relationship,1.620000,0.000000,703,,5848.00,1.36,1.06,-0.073,[M/H],4.20,5.620,298.0676519,49.4125410,809.4670000,13.8820000,12.2230000,13.7057000
Kepler-1430 b,Kepler-1430,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.46050993,0.030400,1.180,0.105,1.76000,0.00553,M-R relationship,5.890000,0.000000,969,,4796.00,0.72,0.77,-0.030,[Fe/H],4.62,2.090,289.6975391,43.3719581,875.5230000,15.5670000,12.9320000,15.2824000
Kepler-1431 b,Kepler-1431,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.86601526,0.064800,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,0.000000,1064,,5806.00,1.03,1.03,0.070,[Fe/H],4.42,4.270,292.6583919,49.8651522,1623.2400000,15.4000000,13.7560000,15.2711000
Kepler-1432 b,Kepler-1432,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.91090110,0.169600,2.220,0.198,5.56000,0.01750,M-R relationship,2.790000,0.000000,709,,6031.00,1.13,1.09,0.020,[Fe/H],4.37,3.470,295.5241011,49.8295211,2171.8700000,15.5940000,13.9700000,15.3702000
Kepler-1433 b,Kepler-1433,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.13592271,0.051600,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,1226,,6097.00,1.19,1.14,0.070,[Fe/H],4.34,3.020,287.3634559,49.4568649,1328.0000000,15.0510000,13.4920000,
Kepler-1434 b,Kepler-1434,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.05333618,0.089400,1.110,0.099,1.41000,0.00444,M-R relationship,5.670000,0.000000,1320,,6291.00,2.04,1.47,0.190,[Fe/H],3.98,2.570,295.5384415,51.2030002,775.5290000,12.1980000,10.8190000,12.0421000
Kepler-1435 b,Kepler-1435,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.45343281,0.054600,0.860,0.077,0.56600,0.00178,M-R relationship,4.890000,0.000000,1331,,6356.00,1.32,1.21,-0.030,[Fe/H],4.28,2.630,291.1732806,44.9210836,704.2110000,12.9840000,11.7290000,12.8692000
Kepler-1436 b,Kepler-1436,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.70571600,0.090700,1.310,0.117,2.27000,0.00714,M-R relationship,5.550000,0.000000,1001,,5972.00,1.09,1.06,-0.010,[Fe/H],4.39,3.800,297.7115530,46.7679816,2530.6200000,15.1190000,13.3580000,14.9099000
Kepler-1437 b,Kepler-1437,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.92954610,0.095100,1.370,0.122,2.45000,0.00771,M-R relationship,5.240000,0.000000,770,,5557.00,0.90,0.93,-0.020,[Fe/H],4.51,4.570,291.8649164,49.3258690,2101.6900000,15.7010000,13.9170000,15.6607000
Kepler-1438 b,Kepler-1438,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.31942009,0.034600,0.940,0.084,0.77900,0.00245,M-R relationship,5.150000,0.000000,1490,,5530.00,0.96,0.97,0.200,[Fe/H],4.46,5.370,289.2898190,40.6816262,1154.1300000,14.9830000,13.1360000,14.8610000
